,SP100,"(2,2)","(5,2)","(10,2)","(20,2)","(50,2)"
0,0.0607686589025569,0.07364942251747175,0.05394799291034166,0.07402783197357825,0.05826735180964334,0.059039504529908915
1,0.0224116310054005,0.10151422596533667,-0.005992269337638419,0.041414163090926825,0.004062294666169298,-0.0062969177873127445
2,-0.0455739453585631,-0.004841103206319164,-0.052244701090870364,-0.01722281507244051,-0.03767741106808855,-0.0576794504612129
3,0.0828836358561376,0.1356092292025284,0.0995083711929521,0.10433717446296456,0.11118719652725736,0.08438241733667957
4,-0.0087943346082748,-0.047565901230453476,-0.015421073488825597,-0.02211383920405524,-0.01186747088795303,-0.010676401779618646
5,0.0149408021711046,0.022591107060103553,0.0245633756825432,0.03400129037502216,0.022970929060722952,0.013190573597074633
6,0.0197127533257616,-0.02476380415601362,0.026157872135766223,0.023538040445084073,0.0306791995732709,0.025526179040787075
7,-0.0363322834187889,-0.017600906051328503,-0.033506942737431926,-0.02188195851993832,-0.03563281535222395,-0.04184884590284197
8,-0.0213313301094582,-0.009641171160580659,-0.003293734289966526,-0.011296165035745803,-0.008971024759201501,-0.0171693686516903
9,-0.0129013037581203,0.0068854100587420145,-0.016723259329460935,-0.033815123068597026,-0.022532225334313385,-0.0137508511203837
10,-0.002988675300605,0.005250772365764066,0.003190776873629472,-0.012227259792984833,-0.0055033173644158506,0.0016880835034350017
11,0.0127610973854715,0.03483357527555211,-0.0457758787611451,-0.013687823354855418,0.0015050776114488187,0.00930757789680456
12,0.044440283009672,0.009838622337734023,0.0449690265165342,0.07168904926114078,0.059615513695704524,0.045706761809266666
13,0.0060420533370989,-0.018363885460020362,-0.0016458217365676008,0.014102357250931388,0.015866325899083135,0.003916758960687728
14,0.0432838469976217,0.024303259285519928,0.027471291192087074,0.06622821761115444,0.053800937150505546,0.04468184642499085
15,0.0305516659395053,-0.01030184948914127,0.029192000160375674,0.024320086557911298,0.04826973226630384,0.036574843794389494
16,-0.0176876192368054,-0.024413077707414455,0.011758518267065922,0.013388508693043314,-0.014234727217315717,-0.020899085987765197
17,-0.0012732789558883,-0.0031720640936305595,-0.013052149041482207,-0.006021143658759309,-0.0054983614079562185,-0.002998613108304916
18,-0.0217212293345157,-0.03606045671694909,-0.031564550868149285,0.010929416873322538,-0.007885961057399634,-0.03353337680781258
19,0.0251454559725688,0.007037844914792569,0.017945009391032316,0.01856297427931626,0.02846008491427142,0.026537592312672872
20,-0.0389926791701869,-0.08882575367425746,-0.026608967038985003,-0.03210310073873978,-0.03422914510286991,-0.03970080704456367
21,0.0455485329498565,-0.03025877463184091,0.09853251833141342,0.08836620992074616,0.0780548013803519,0.057776894081482
22,0.0203732835959457,0.006865409958133839,0.004781863738684609,0.020574293923156357,0.024012933096821888,0.018163227178120883
23,0.0298993785701014,0.04520094379793568,0.026632819266183626,0.033233760799357574,0.025062050021452797,0.029831410909199108
24,0.0034628082707421,-0.008710330606675866,0.015465450697828955,0.003580362660077658,0.01152028599756122,0.005748734096944801
25,0.0065926179208515,0.04600061260714686,-0.01198384340878463,-0.010373998366593857,0.0006483876122005779,0.004190885047914467
26,-0.001311878229613,-0.012994999108753374,-0.0022037434883184215,0.005478344101333388,-0.00575211313291394,-0.007427874459992246
27,0.0163233569291241,-0.00532258419059322,0.059812594389077066,0.03974500355409965,0.038845742724963404,0.02112194931071611
28,-0.0034472377771496,-0.058248121481727935,0.005245136305206576,0.010802242606055168,-0.0019359727260068547,-0.0048525717497971375
29,0.0091310604041659,-0.018658826865178373,-0.006097410163999322,-0.008322788762448461,0.009131454306413676,0.012960697492161772
30,0.032097757266469,0.031770960103582595,0.024708455147382614,0.04750235235275741,0.04015248435181484,0.03183352962112554
31,0.0299969409222407,-0.010559128514748745,0.03007683595232253,0.09571407762007962,0.07021750154965356,0.044174893317024934
32,0.0192018621691113,0.030626958917237424,0.010117227894174127,0.010484007627429917,0.008715191209741648,0.019208521097607192
33,0.0014529466976441,0.020557458093243067,-0.016437836172255502,-0.014688440139868104,-0.010295283783171544,0.0024607896733561873
34,0.0317200946128007,0.019497982921836406,0.04010946869294619,0.057901989565696886,0.04496988627851958,0.04200512162715356
35,-0.0101739026716501,-0.010595984837311601,-0.02030247166605698,-0.01598290459105062,-0.015087077388068224,-0.010417950510337948
36,0.0171823492140641,0.016080150248768306,0.0140822341820063,0.012084626908742875,0.009492241389894454,0.011254659935645452
37,-0.0090203494789457,-0.0012325028196417114,-0.011694645233127795,-0.005705818416629928,-0.006115854413602422,-0.007011871662180497
38,0.0293481682321169,0.008307889700543998,0.022847729328896855,0.03843845756959018,0.036012619163978646,0.031660500855732104
39,-0.0010305716888751,0.013280189893911394,0.012139651202594626,-0.001503430583353493,-0.006539110437972478,-0.006118843402838747
40,0.0227185382860677,0.012341834607622582,-0.010223143123886544,0.012481041231550345,0.02578507829955099,0.026364751410433474
41,-0.0225457953827868,-3.470377322199091e-05,-0.030405828872750902,-0.030158740528835687,-0.027527597023146333,-0.02800188565451908
42,-0.006502681306444,0.016327409779163922,-0.013099144851112583,-0.034598185742671005,-0.02089579835427124,-0.007745691324646662
43,-0.0167827655034121,-0.014163441299511255,-0.01601328117309086,0.010513830346093517,0.001200781822551435,-0.01191190537297551
44,0.0145886957220637,0.012609635307056123,0.01092126589293272,0.028499101275478618,0.025527574516644638,0.02014372701179128
45,0.0302117533079868,0.025320573167703156,0.01215686916784569,0.02816496757290538,0.03270933358358447,0.028109607804622058
46,-0.009964550098904,0.0010094097053008368,0.00954980185806302,-0.01687833240806929,-0.011447716140831128,-0.005230997584541856
47,-0.0005851184254971,0.0040927587967839905,-0.006909090599123093,-0.018065954294893632,-0.01030550126259872,-0.0027978737554781798
48,-0.0338271362971307,-0.022126214381851198,-0.035318139229073425,-0.03893565897780931,-0.038487246620769765,-0.036024773044283115
49,-0.00434668736331,-0.02461238298213388,-0.008738659556862469,0.009730562737687146,0.00720014560279156,0.0008307821731892613
50,0.0154881147532515,-0.005627138654954967,0.021237442807932876,0.02920425347850992,0.027107261322244138,0.023035079003051136
51,0.0036442991620598,0.002237664143371395,0.0011784811310808858,-4.719943507391173e-05,0.0017006074059325088,0.00035339734446487273
52,-0.0249775990806174,-0.02513732386710704,-0.004149878350189212,-0.03455787512656435,-0.028039435377477117,-0.028014231850362593
53,-0.0259037037077927,-0.018565072420618105,-9.437557991866762e-05,-0.013800550291964721,-0.027263907392039013,-0.025543400965684884
54,0.0630771844102258,0.06684998299698304,0.0694571396977677,0.08102821714698942,0.07349791884860597,0.06518302606470693
55,0.0243129372696935,0.004548715662611541,0.03166730599403317,0.041291225251109884,0.03394455883663034,0.023660535461981852
56,0.0211478657838469,0.02197979999929887,0.012477185772867633,0.0161009286333052,0.012450327114609938,0.018862917268440766
57,0.0076865123827574,0.012679368048075176,0.01901344069583117,0.0021602162609039802,0.0017786037478669061,0.0076116473339564806
58,-0.0005742491056006,-0.014924709846007739,0.002878721163668472,-0.004750387414246373,-0.009635392294485002,-0.005406481028055113
59,0.0068017205530759,-0.010255187201288773,-0.002988614154713614,0.003379470089584622,0.0076546698104222426,0.006370771767787629
60,0.0204511033028514,0.0031102799789507196,0.0028099641367139846,0.014164472852350635,0.010523142682884502,0.010965425938714602
61,0.0127728972929953,0.0030167986379998676,0.006518889425467841,0.003893137334766183,0.015306508101830369,0.014266565448443548
62,0.0021926574404117,3.461271572416044e-06,0.005206426258417178,0.00802899331709834,0.004528267827928297,0.004218132715958725
