Date,AAPL,ABBV,ABT,ACN,ADBE,AIG,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DE,DHR,DIS,DUK,EMR,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,ISRG,JNJ,JPM,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,META,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NOW,NVDA,ORCL,PEP,PFE,PG,PM,PYPL,QCOM,RTX,SBUX,SCHW,SO,SPG,T,TGT,TMO,TMUS,TSLA,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM
2020-01-12,0.04337164252463266,0.004058857395646598,-0.006171034769782979,-0.010200378429039203,0.02411018371617124,0.013045352269261734,-0.008847743182641254,-0.0008805188253167007,0.009579571232731787,0.004368071330570711,-0.047646350167204754,0.021508699082907867,-0.00853470615364016,-0.004584313154238462,0.00537123579289589,0.01037029601933881,0.017097763502927243,0.039025277355257515,0.0019453641155473544,-0.0056461894511732336,-0.015561691254777466,0.02135619457707083,0.031314093306301416,0.004053570594672928,-0.004411761807564307,-0.004261876751870619,0.01888748077278768,0.08443145388809259,-0.010497818141719129,-0.019844980379509547,-0.03776540351525304,-0.012076536207886734,0.025753723919559546,-0.012832849564270443,0.00044232709138625204,0.006804857243846829,0.02252242402747573,-0.003718304201451028,-0.025062691110469326,-0.0006145531575084684,-0.04598001506856786,0.05076233357667115,0.049532791315706426,0.045470186378446575,0.02416284580602035,-0.001006322808002058,0.017492756469864368,-0.01930125782629044,0.043141210793530504,0.009067322135736688,0.005406278557630095,-0.01640872648295244,0.015359394488454692,0.018610503927213307,0.04727936590877224,0.00021759909549445844,0.011705916896909807,0.037130500876066286,0.03593571534926543,0.00018420196945601042,0.04179832311432086,0.02701108011205733,0.04499933033321635,0.011319640646049178,0.011887899480810038,-0.01884930464986112,0.01972641902016692,0.01714811357851409,0.013440498073248097,0.00966552303000312,-0.010007652587356253,0.02672620617029553,0.03494699475757357,0.017343089573086168,-0.008110641507614202,0.014384650373261865,0.011339559163757285,0.02857814221722732,0.03834128436042206,0.037233007471437984,-0.009716233851195355,0.014972507819390524,0.01680523346673457,0.01758307343931942,-0.003853073499314519,0.005030446599483707,-0.00024039027416400405,0.01830761695418537,0.010617920729133035,0.07932100611185944,0.016816535088902018,0.019306457632424667,-0.016797427139359167,-0.0072820734178553614,-0.03144777262130649,0.02199360210718737,-0.01318028842637331,-0.01722218852110957,-0.012808573420859282,-0.016920137320104223
2020-01-19,0.0270680461917292,0.001447123224797453,0.04707130133941284,0.01131104331568844,0.029222191068904557,0.016721274603709535,0.05729711939266413,0.013556357028942978,0.011351802610173767,-0.0097920208415897,0.03198331085202666,0.03331251190068096,-0.017489079153964582,-0.0008640256927830992,-0.08626828046417179,-0.015434280851176596,0.0450235501482843,0.02284227119777893,0.015797378466994694,0.023596309303094642,0.01838498729389082,-0.004554160740011581,0.014682969740164031,0.05602493469655667,0.02540622006901505,-0.005349917644043689,0.025030107037039784,0.011265211203414616,0.04010199776715728,0.05422325398215322,-0.007385786041813391,0.01597204976403943,0.0312423130796744,-0.00200519986896186,0.036267304081641916,0.010917131762586463,0.021388016915389052,0.018981235676116315,0.011996544548057209,-0.03152407480117991,0.02741687179945007,0.03543323466700876,0.035382554863479854,0.03035811381726461,0.034296758050988085,0.0254643816567639,0.011851834931920768,0.01119796433999709,0.02761091265952409,0.0021879715010919565,0.02833299491050223,0.015653734856251544,0.02539159797118673,0.024009955266650174,0.011449317648604795,0.028586487607362043,0.01123947307009221,0.04013885807509343,0.022723962635319284,0.01677410200759888,0.0032872672683126325,0.002667997306593284,0.018710404236746747,0.004875957040979539,0.01592983147407101,0.01608397048259147,0.10151315701184727,0.03570083965142601,0.040443291704635786,0.032274809386856784,0.03597632606446344,0.04563699112694897,0.020301216338724837,0.012488666942932714,0.05002588473988068,0.025829254175894656,0.019682363888338106,0.014063802332117792,0.027539188895309152,0.06259692040328946,0.016725659277869287,0.038376451605146356,0.011297196543258003,0.0565503835508665,0.020581673108799325,-0.004925823755984715,-0.06261518584724846,0.0318190063392203,0.03987336703088906,0.0676565652383232,0.013076809165093906,0.011316966945117413,0.041474485472280165,0.023560629361887075,-0.023292779245193906,0.05640708334273059,0.019325204036128252,-0.06323780715611793,-0.012201774925366338,-0.008388832380639033
2020-01-26,-0.0013178376428769623,-0.05068184650500074,0.01573033707865168,-0.0030116215081278375,0.00466061911227289,-0.034782766595436776,-0.011388215738843077,-0.06584111194259379,0.01756499695806646,-0.0016517153085983116,0.04925664367356708,0.027296092928551063,-0.0033935272766877356,-0.03370773219042211,0.0016228508323512525,-0.04464412966667897,0.0029891252455105377,-0.03836919267116756,-0.014509106786137704,-0.0332845215569878,-0.05007457876700672,0.0038589350128512834,-0.006369738076243525,-0.061263054563553965,0.001632514574385402,-0.0376519906955608,0.01913491498166775,-0.0006584773604975114,-0.003468184821018405,-0.0540380306450563,-0.03227236167424896,-0.03450638241388859,-0.004967597980308658,-0.029446391276139128,0.027315361019645712,-0.01388514215371639,-0.036941903976487445,0.017483215226894222,-0.008467456937866324,0.002699292393367081,-0.0362360718979029,-0.009240848421130265,-0.00902316942323389,-0.030225216293872093,0.00038817498154353203,-0.03329134787615984,0.016267830995445598,0.14882533334997383,0.018490429290497046,-0.018049101092436515,-0.005698240576717972,-0.036541552976578795,0.012996163437484443,-0.01919656988929752,-0.003653752076938188,0.01606922126081578,-0.012970913458790423,3.117877628655563e-05,-0.0034910274036181743,-0.0012692395549486202,0.0019324665701301313,-0.025470430606706618,-0.018906925083416848,-0.017645100577036166,-0.015092210884770862,-0.05485304390204493,-0.05146929802007694,-0.012327938016982287,0.04072619887535822,0.03971498719666933,-0.02391668658370616,-0.010015277343099593,0.004814161087285829,-0.019227303840527177,0.011751577546647018,-0.01703305860369242,-0.004165395302975328,-0.028638859979768005,0.00810067592200836,-0.0652696656761782,-0.00783656557477408,-0.016983714295274233,-0.024617290437553563,0.032411707573025916,-0.019963367581137037,0.0031264316293038164,-0.022237420046731682,-0.016244396861467725,-0.006938650654580991,0.10640550822864969,-0.008959559819753604,-0.01896311470291767,0.0019424452789544855,-0.016357351199890346,-0.02728080060040705,0.0014656672777482171,0.0024947302864808396,-0.03273687805056136,-0.0051318285808292785,-0.032672144410506254
2020-02-02,-0.02764596696534105,-0.030164988223902345,-0.03606173391468559,-0.016109919619006763,-0.0006545250645926259,-0.01566791544393964,-0.0665342318896579,-0.04228891228974874,-0.024334807850198148,0.07900556733836894,-0.0581479970182851,-0.03878305560051576,-0.014796505172006036,-0.021168715489998657,-0.025462069919349295,-0.0674542655374708,-0.017677694766950358,-0.018859207584887128,-0.010711486943632775,-0.0448431468558419,-0.06432539845484775,0.0253433098948197,0.049502155769115985,-0.03139700383685318,-0.04314474812434299,-0.05094201708290724,-0.01607059165556446,0.0010981572679689133,-0.058955725177382456,-0.05053897509326022,-0.042109803957374736,-0.06783477857793485,-0.008505294378314932,-0.01263561453981732,0.014021480853789514,-0.06610183386301616,-0.0612059579075952,-0.05203461539396359,0.06319396820542789,0.0007917898584344218,-0.02681415231688511,-0.02214475154326101,-0.02277356871901326,-0.017237110654695464,-0.0168104815705602,-0.022074206900128512,0.022552615786535446,-0.06630639882799261,-0.026728487912564325,-0.049932057986507905,0.003708178160764186,-0.005933026145394593,0.012482629844127402,-0.032668148050010615,0.004098690827584406,-0.010127231449699514,-0.033186266899935646,-0.023882586526176808,0.012923690915617847,0.041568671790483736,-0.0320310144021555,-0.030427095182815944,-0.07355241311552396,-0.10940240241091603,-0.054129287072374965,-0.006280547214566279,-0.03569259465422181,0.03144720302823267,0.01698785129175362,-0.02285085298600187,-0.056159875270682114,0.09321566622200717,-0.056092454004713854,-0.02996122371509613,-0.006296959041971806,-0.05523799558136211,-0.004155260121296633,-0.04004665862121515,-0.026414804912056833,-0.048410235821551795,-0.01951843178741519,-0.07823550776253263,-0.03393455696843606,0.013824674877920051,-0.08058256313471124,-0.02285734847811749,-0.031315569296675894,-0.06140600112965977,-0.0292961867045195,0.15181829095390564,-0.06894334197920648,-0.06953311744278412,-0.03371379230933613,-0.1126352353329334,-0.011515373650408,-0.02941457256623392,-0.013934938655651874,-0.013243746146849089,0.001048942313796486,-0.06332934035009652
2020-02-09,0.03644322438156422,0.13910147619200108,0.008377307585487603,0.031041464997013657,0.042575556945342985,0.06366905128088551,0.05808509664332617,0.06146707435596599,0.03024941533760872,0.035126846777891796,0.03299903558513195,0.015014913313331268,0.05806399837644727,0.05421854174329921,0.05515839832383418,0.043178206470178226,0.05383556460968553,0.052422529205392365,0.013144465104059977,0.0575190274338222,0.015378672820100636,0.014977002417414731,0.030495894922739186,0.035887728677806985,0.02399671601622755,-0.024230234153444274,0.028709533113821628,0.018704505084101042,0.04350662402210537,0.055146020121662254,0.01680042120427183,0.055934357093818665,0.006962112689034017,0.019593632736684352,-0.013930038425992608,0.029875603694672126,0.07618884197295173,0.06440972169148895,0.03052208865686379,0.0897152631766509,0.0071878532202267476,0.03137574745645666,0.032335675608058834,0.0010515076943755641,0.040333335915283985,0.01189235672905986,0.07849377457160012,0.03777767465533399,0.05110898945728204,0.035103009907690774,0.020286219703663066,0.03634044199390529,0.0135272636301631,0.05430031029929627,0.04848168531044417,0.02581062289083902,0.04507911664398967,0.03500673041790692,-0.011029399330368506,0.022307405376249756,0.030405436010807696,0.0468848235086301,0.05160716891685557,0.00895016101121926,-0.02756153114997162,-0.004213531196114562,0.05300422916711178,0.08024407043223625,0.0049961863586092115,0.06282417023341802,0.03260640838395079,0.00836704751306061,0.0641206540852457,0.04327918775734241,0.023587931641234183,0.021750611976099288,0.01171561895017681,0.057436408977556086,0.043814188168509904,0.024733030057863203,0.044141327584960255,0.02349145128308483,0.038639063996702694,-0.02869309095301531,0.05910591198067938,0.022062957022485508,0.04397689288219553,0.04157227514815087,0.07892408419801122,0.1498685742204937,0.06672200883265655,0.06155217302055749,0.024579115456002,-0.003863832810204082,0.026305877856235282,0.018947603306758598,0.008411721578246656,0.03004749137932472,0.017119417607049936,-0.01046355510560637
2020-02-16,0.015373611531475984,0.0190703139568853,0.020371050843265737,0.003733945097304847,0.03709475054136635,-0.09315372178972126,0.11220594977716658,-0.01859166075688723,0.07329834585971273,0.026735244429549,0.008057514202476801,0.03072401097948263,0.01712187401999743,0.006934341017802437,-0.028571195834352747,0.04261130752074149,0.018353871276234335,0.0019622350447636716,-0.0025508040223396478,0.0012709476255532426,0.03464052504878912,0.018430708232534787,0.008680753854940049,0.030174114728487966,0.008251403012266678,0.01801856816055225,0.014922052017005694,0.022776220581421924,-0.020846450880330436,-0.0026552331225345727,0.02227494321379675,0.0037023919410876793,0.024445862061516888,-0.010495000114469022,0.06229279340776883,0.003127900406922457,0.01901601184152857,0.00706836087199858,0.0,-0.01902135001600591,0.03360090402525029,0.02806194734107037,0.026786258475365088,-0.0038656293659089513,0.03257471224597808,0.03154966131519776,-0.01766511243620017,0.01893370322762311,0.032506639954035466,0.04129922314555845,-0.011587338720757012,0.002114003651537244,0.012840395955419304,0.03959626451901088,-0.03113554949608366,-0.0030056129900604134,0.03243315730691032,0.04266048563168945,0.02589655464702223,0.01738820903081728,-0.0136191409023656,0.013570723224774817,0.008712789848710267,0.014917613675403452,-0.02271759156701303,-0.028561432549005894,0.014719321529489404,0.007939544164670576,0.033315784023699946,0.037162268699973744,0.041230773754416195,0.044273753039365094,0.1518341915450614,0.013706121080843348,0.011143866291699611,-0.04047298153877055,0.0004758148467047807,0.012007056417414175,0.03457268426403326,0.02493735957369214,-0.016831609814265347,0.033094150115724696,0.0020831521648008167,0.018439425820796496,0.00020101806392935906,-0.005201813578384229,0.008822759391352575,0.03978990504088409,0.12921334822942976,0.06945875353224862,0.02727283847754758,0.033054488218718925,0.0009246670151161762,0.027443743509844243,0.008970942758185663,0.03874167670119877,-0.02385710401815777,0.007942975128241603,0.01236609119267329,0.0008250320089915331
2020-02-23,-0.03662118260872593,0.009675718873567885,-0.024648708565499944,-0.002260081665196312,-0.01769958380445602,0.0024752137086199166,-0.03670226981723457,-0.0030875648683207357,-0.036058571703028286,-0.018221247188566658,-0.041759718603038176,-0.007139486982444265,-0.02969245981241131,-0.014060190638322978,-0.018736444451551426,-0.03126136993746076,-0.015796585413979325,-0.011298518337514496,0.011155197289479446,-0.02982634470811163,-0.005652628508715507,0.0008413172702934624,-0.005476329941344837,-0.005858118111367494,-0.014516494320233497,-0.0030706035735521553,0.011435192108159464,-0.0023690133283192916,-0.014264119304698952,0.001961603188114003,-0.009720141387020598,0.05569130793558097,-0.024525278733915523,-0.004084775672763663,0.011354684997722186,-0.019317054887956653,0.02918926737542482,-0.00244571609619737,-0.04520658939716138,0.03167563517989369,-0.003164503094758353,-0.02342958301661202,-0.023223288927313068,-0.027248113560086273,0.0012651179151965675,-0.005143604968278148,-0.0057066454948949685,-0.04355598988420262,-0.022084080657826077,0.016109812906847987,-0.0013319467371953886,-0.012003578355934796,0.003002343763683024,-0.019313716784158053,0.006519083644749957,-0.022953191053586175,-0.0008770521736687353,-0.0036660528302554507,-0.005619699585292737,-0.015583092843676316,-0.03451807048265887,-0.02008405967326865,-0.018675858885939256,-0.02533993304996396,0.015939981823304583,-0.003750897382639229,-0.061246502212543574,-0.0338397438059016,-0.00333883717735739,-0.0008674726013676581,-0.0317753356994791,-0.03279422887377914,0.014769387254088606,-0.014241874132330246,-0.007755398631552501,-0.021638285672948232,0.0044395840356230565,0.012881220960640816,-0.028457598672997686,-0.028683077601117435,-0.012641721996313415,-0.02150521876723588,-0.022019523359543602,-0.0004344560363781502,0.023970557865316877,0.007843666553381645,0.008967640402071098,-0.012529704551637266,0.02166258412657962,0.12620771763449778,-0.027910077058668104,0.008869601370807834,-0.01239109265842342,-0.028409678332503074,-0.010161609800161786,-0.007037578689777724,-0.0052980748443735015,-0.010783845411211468,0.005852772803969453,-0.02506168486715088
2020-03-01,-0.12678492576594802,-0.0974093674924087,-0.11915386266312167,-0.14771828040435775,-0.07462130628486163,-0.13251022708104532,-0.1463963854310637,-0.10350555214802315,-0.08181856459104564,-0.10125144973310929,-0.10469625033718033,-0.18509995275776325,-0.1672922656165423,-0.17054717840713607,-0.11412074658170457,-0.12083647035737022,-0.1687434653696659,-0.10010657196605577,-0.10024857327695214,-0.1698063562104558,-0.09452662175815851,-0.0787723900927727,-0.1140684819072384,-0.11763411907251031,-0.1274345319027853,-0.17145778998685945,-0.12675877457971818,-0.10079154358988207,-0.13758113722115162,-0.17242334807847448,-0.14374853070765314,-0.11807489812451488,-0.10686938243315403,-0.15341442132408523,-0.1047544842859105,-0.11069507882214191,-0.13525249023872787,-0.14877416230012575,-0.11183678787412599,-0.00487795380931022,-0.11976919997584135,-0.098160986747716,-0.09721185264926402,-0.12411087136240961,-0.11208933765699469,-0.09357475616830857,-0.13140678293610852,-0.13708411449990066,-0.10659682109285407,-0.12905332116473034,-0.09732879417258311,-0.145055422022485,-0.11042749712234645,-0.12517171411932637,-0.11201059891427145,-0.12998461646636095,-0.14954920325580745,-0.14556976082605355,-0.09489476987010204,-0.10127655732435281,-0.11131714327850373,-0.16611351500971994,-0.08426103131627127,-0.04900288551205878,-0.12028765554322873,-0.07019688618817455,-0.14097662299050406,-0.0928381872891727,-0.08469294360321955,-0.029047302686802667,-0.10595506907878183,-0.05338485271114135,-0.08106410640308426,-0.09546443109382796,-0.09475500716789442,-0.06438939091848561,-0.10631409910525724,-0.08668010779923407,-0.09624236509830009,-0.10031034191768406,-0.138133360501839,-0.1022208148855418,-0.11777466120410351,-0.12509055101468036,-0.134762548228477,-0.08638163463778503,-0.11973327308260573,-0.13178465922195337,-0.0853200166466499,-0.2586126635927234,-0.11188936216774947,-0.15416516840333894,-0.11539327451501258,-0.11223396599235513,-0.14867086835828103,-0.12954385582327588,-0.06941584971725023,-0.1436058449789781,-0.09192098193968579,-0.13005253421119067
2020-03-08,0.05732402546247051,0.03628526070530391,0.061144885357143686,-0.010189117413369142,-0.024194501105855415,-0.10246684607605006,0.06838172035299528,0.05467384357669114,0.08606710706882437,0.009205008787118496,-0.011628003795889574,-0.015373697403953557,-0.046454143650821456,-0.09213850411709845,-0.04586496855237976,-0.04928474843202124,-0.019832524282597408,0.021164973227949968,-0.001744696213728969,-0.034352430877601536,-0.022778302064852207,0.007198304228383412,0.07310942988395319,-0.0014841221660952808,-0.06764128543645709,-0.06381647890050168,0.10741949749342172,-0.03708912926135144,-0.006260758291326107,0.08398099029110973,0.02121284869229001,0.04831291759640566,0.026629104724386288,-0.020229516666562697,0.08015298717610486,-0.030728380833916713,-0.0910114152339545,0.020915540673037247,-0.13517137922611855,0.15657395255058915,-0.04786920527537941,-0.03055257779398135,-0.0324882912674509,-0.03944807951166518,0.04898090596685445,0.011469134567137385,-0.018593827890695636,0.004503001419613906,0.038856289141564915,0.039665879494200196,0.056142067376486526,-0.06915866529992676,0.03309044841686082,-0.004813097430340085,0.12154129377833556,0.03406609529650617,-0.0118231676719176,-0.011162269799441349,0.024154019352775613,0.05416681869625206,-0.015992582374458886,-0.08286512404617297,-0.05912623675330331,0.029549932621028896,0.044092158326547226,0.07366780530772465,-0.07084171659820193,-0.0027157779021087514,0.07540732652106819,-0.00016258179224515334,-0.011411955612500302,-0.027139765717760223,-0.014921883927009438,-0.04225639360114586,0.046631925565321364,0.04787542658149513,0.07445024413902912,0.06595831353531323,0.026854353025705935,-0.0027297112006920976,-0.031472558806164064,-0.039398370193263865,-0.16245392272059267,0.10785286309476283,-0.032661663129547436,0.05139138129344811,0.028640744193369372,0.07004839776287519,-0.025510346682953156,0.05312956490983223,-0.0085858752967517,0.113390102116665,-0.023277574593310146,0.03878895508649949,-0.08591742043678896,0.014304777247919676,0.050036765620735,-0.09204386327221015,0.08868852212331135,-0.07290051886670956
2020-03-15,-0.03826611386127576,-0.03884256986621004,-0.0011007499601608517,-0.06847537403417514,-0.0037710872557005226,-0.2373212981048931,-0.09652188952420071,-0.04058861122058932,-0.029758142907554075,-0.06106493603851937,-0.13074759156061044,-0.07982247698199063,-0.35119885007367935,-0.06028787740563568,-0.10349335753158118,-0.11833083181835202,-0.0813258632925542,-0.08821089888154143,-0.04650937969591318,-0.16710160158745924,-0.17930992390945777,-0.08562167554110611,-0.04702807942089282,-0.025761610325329087,-0.11483788700607822,-0.3077432732537453,-0.029132028609470506,-0.0993418812745015,-0.0514114867690777,-0.07030406352257268,-0.12484257118839448,-0.15288966289040973,-0.047429918858871045,-0.11060994485503506,-0.13407385220596735,-0.19005474166110836,-0.16486525921187023,-0.14347058606919272,-0.16489358688657452,-0.1098369080965641,-0.13872431148071263,-0.06059719598646662,-0.06287534652719085,-0.08130675970746526,-0.09393012799870948,-0.08912943192030698,-0.15485798390802918,-0.024027180081932276,-0.05405856890270544,-0.15160138128959177,-0.054495543130826496,-0.03858238473386333,-0.11518140101543284,-0.06712452902344823,-0.014774327336812165,-0.14087393018043204,-0.08375271090580294,-0.05923194005642274,-0.10927287979170375,-0.0851600615446414,-0.10337200629171817,-0.1850435262375678,-0.05969400220550847,-0.0779043590523556,-0.04934738794250604,-0.05858817809658157,-0.10372826366076993,-0.016958858571987534,-0.18490184039949675,-0.08854382014702733,-0.14463567211016992,-0.09321011762985654,-0.0947225284842913,0.01182161154288508,-0.07147013386835577,-0.06596214520295696,-0.062387198381404496,-0.08903397042453465,-0.006673260599175501,-0.021427639368769902,-0.1666668838411035,-0.07194019678123709,-0.0076180687891799215,-0.19291179015707105,-0.2460104895021653,-0.0691332060451586,-0.0465313838754251,-0.03476440402232572,-0.028112876668246356,-0.22297718502149466,-0.06291989735779402,-0.03752291280671205,-0.0784160897306534,0.0024465613378397144,-0.1260306519002642,-0.04626822355461968,-0.047476737766116384,-0.16716113320141068,-0.026699686009556967,-0.2006710443714883
