,SP100,"(2,2)","(5,2)","(10,2)","(20,2)","(50,2)"
0,0.0607686589025569,0.07404822018560644,0.05294170295810524,0.07166455658610786,0.05877135766796249,0.05756066963200783
1,0.0224116310054005,0.09593702525197226,0.01259073050738952,0.05062276476858694,0.003690652986501217,-0.0063055891275844225
2,-0.0455739453585631,-0.002768636808175809,-0.03765630356207942,0.00228375208394914,-0.03695159072351733,-0.054838677228932244
3,0.0828836358561376,0.14700129692713654,0.08944401625627155,0.09899370792523446,0.1107879940813661,0.08446825870038163
4,-0.0087943346082748,-0.0474371243356102,-0.01233705965261489,-0.020496323976194133,-0.011669578020528107,-0.007331130112430995
5,0.0149408021711046,0.024429216162629195,0.024173206862289583,0.034015990728175696,0.022833379783004613,0.01400226805213191
6,0.0197127533257616,-0.028081802915210577,0.017573268694880677,0.02221522723491804,0.030397945604113154,0.02454981348678802
7,-0.0363322834187889,-0.008374120065324106,-0.031204120667065835,-0.019090729869350304,-0.03555619631158736,-0.038743512155709856
8,-0.0213313301094582,-0.009199617380221268,-0.007864726338592382,-0.009190539590322214,-0.009137947117846412,-0.012513435496130232
9,-0.0129013037581203,0.004464716305946983,-0.017123800800769678,-0.027756841096261402,-0.022398712460171857,-0.00950414883439971
10,-0.002988675300605,0.003060994299063388,0.0008167096537608416,-0.012411530063532924,-0.005508922494103034,0.001645298604633597
11,0.0127610973854715,0.025345767789364437,-0.03232082988222968,0.005508335012162931,0.0011449461563630766,0.00919087710687446
12,0.044440283009672,0.025705774604352902,0.0406152303817949,0.06320458214666659,0.059752401037673396,0.043938336600366966
13,0.0060420533370989,-0.01683935871252141,-0.006715422752571868,0.008382060715112348,0.0161914686790076,0.0007908179854841879
14,0.0432838469976217,0.016646167153034117,0.02549315934238747,0.0636469508636173,0.05362797455380431,0.03641395494038331
15,0.0305516659395053,-0.004732881726570222,0.02744488427975825,0.01725250692018291,0.047768107722927354,0.03365254705390577
16,-0.0176876192368054,-0.025287135612203138,0.011629483736282153,0.013618149808239721,-0.01352257998839529,-0.02089332464027722
17,-0.0012732789558883,-0.012701928725260707,-0.010097459552849379,-0.003604730644961935,-0.005859729085865576,-0.00470905573558789
18,-0.0217212293345157,-0.017870157229842882,-0.022972958351434185,0.01063404736000923,-0.006403299639292288,-0.03174560461325369
19,0.0251454559725688,0.019709640888594084,0.02187177323051429,0.022901455324043387,0.028823124478487137,0.025986654466765024
20,-0.0389926791701869,-0.07771978571219577,-0.03650724696033047,-0.03435128508799138,-0.03446696567873268,-0.03849176815671513
21,0.0455485329498565,-0.011926096617747246,0.0652154868874035,0.07062053754301809,0.07769489374748319,0.05817970639788671
22,0.0203732835959457,0.017390441902023015,0.009635711897609743,0.020905833125013845,0.02463062497963543,0.015649985168776973
23,0.0298993785701014,0.03819182875723059,0.03165655401984602,0.03671612926290404,0.024944574409362017,0.028734951455865427
24,0.0034628082707421,-0.011969462589580565,0.00929958412167902,0.002451328711412588,0.011773011170097861,0.010491742732858113
25,0.0065926179208515,0.04248578553650544,-0.0076808227801356994,-0.012210403284098174,0.0006110003838959077,0.0025110742606688653
26,-0.001311878229613,-0.007873679122251388,-0.0019854172769295016,0.008308957414811781,-0.005838988546437447,-0.005781115345361517
27,0.0163233569291241,-0.007408861552000172,0.04539880774227093,0.03329876109043664,0.03891752740845621,0.021282208008832966
28,-0.0034472377771496,-0.03816430178946767,0.0027242221968400418,0.006226056221667027,-0.0016559750301034229,-0.00477539590813197
29,0.0091310604041659,-0.0020160771448576855,-0.005831824229472615,-0.006236049153900972,0.009210158061496493,0.012653517039517647
30,0.032097757266469,0.026981222731962327,0.019505977417033107,0.04443120237609642,0.04016967820201755,0.02789322924255406
31,0.0299969409222407,-0.01138241448656667,0.01772643086281192,0.08839600117283325,0.06994503089695692,0.04417509120474493
32,0.0192018621691113,0.029762373769930642,0.011266547316050503,0.014401622057341244,0.008171213846917845,0.01920856510925466
33,0.0014529466976441,0.019352666374284257,-0.012672421902344176,-0.00921703161742275,-0.010657868216863415,0.0024607897581758837
34,0.0317200946128007,0.021736499631124607,0.039074515154081446,0.05304029067130734,0.04493702579512705,0.042005252070446995
35,-0.0101739026716501,-0.010845035194363329,-0.019046652050187195,-0.020439192143772197,-0.014770783548371613,-0.01041794508605598
36,0.0171823492140641,0.016878714898928043,0.015764674996702602,0.013886816970083942,0.009280125911028033,0.011254630019263311
37,-0.0090203494789457,-0.004324303732069746,-0.016492204733061094,-0.005023433899985104,-0.006515300081285544,-0.007011848178942015
38,0.0293481682321169,0.011031294337854963,0.02495505637113861,0.03609171814523976,0.03597282015755259,0.03166046851683623
39,-0.0010305716888751,0.013427065329101404,0.01498425875741798,-0.00045555635018120367,-0.006511080497056446,-0.006118874811788293
40,0.0227185382860677,0.012279613212067797,-0.00644677309973273,0.026232448091613313,0.02578564674526608,0.026364897337028178
41,-0.0225457953827868,-0.00207715345078755,-0.029939140138499742,-0.029142233355669844,-0.0284225351567211,-0.02800192376254419
42,-0.006502681306444,0.015375310462932881,-0.008655907482934681,-0.029286081575212456,-0.02110756456562511,-0.007745767055954287
43,-0.0167827655034121,-0.014266708102499517,-0.016806250161435544,0.008087625807219632,0.0014252604346237545,-0.011911897421017571
44,0.0145886957220637,0.01316397660421468,0.010460977659400425,0.024423585430307426,0.025745926745447244,0.020143754322218457
45,0.0302117533079868,0.025621618301913188,0.01286305624303681,0.027013467810466762,0.032432684928207445,0.02810965910535098
46,-0.009964550098904,0.0004865675199149612,0.006354185713509323,-0.023601583969284662,-0.01136305890281737,-0.00523101479335707
47,-0.0005851184254971,0.003382645238562309,-0.004752068331598585,-0.017958839975896493,-0.010164173222468325,-0.0027978911530384806
